Period,Inst_sector,Inst_sector_code,Descriptor,SNA08TRANS,Asset_liability_code,Values
2023.03,Total all sectors,900,Financial liabilities Closing balance monetary gold and special drawing rights,LE00000,AFL0100,9056
2023.03,Total all sectors,900,Financial liabilities Closing balance currency and deposits,LE00000,AFL0200,559074
2023.03,Total all sectors,900,Financial liabilities Closing balance debt securities,LE00000,AFL0300,538563
2023.03,Total all sectors,900,Financial liabilities Closing balance loans,LE00000,AFL0400,960514
2023.03,Total all sectors,900,Financial liabilities Closing balance equity and investment fund shares,LE00000,AFL0500,2128009
2023.03,Total all sectors,900,"Financial liabilities Closing balance insurance, pension, and standardised guarantee schemes",LE00000,AFL0600,167209
2023.03,Total all sectors,900,Financial liabilities Closing balance financial derivatives,LE00000,AFL0700,62869
2023.03,Total all sectors,900,Financial liabilities Closing balance other accounts payable,LE00000,AFL0800,260755
2023.03,Total all sectors,900,Capital Account Closing balances Total non-financial assets,LE00000,AN00000,3051173
2023.03,Total all sectors,900,Capital Account Closing balances Produced non-financial assets,LE00000,AN10000,1445768
2023.03,Total all sectors,900,Capital Account Closing balances Non-produced non-financial assets,LE00000,AN20000,1605405
2023.03,Total all sectors,900,Closing balance net worth,LE00000,B900000,3051173
2023.03,Total all sectors,900,Closing balance total liabilities and net worth,LE00000,L000000,7737224
2024.03,Non-corporate business enterprises,121,Closing balance total assets,LE00000,A000000,912314
2024.03,Non-corporate business enterprises,121,Financial assets Closing balance Total financial assets,LE00000,AFA0000,238904
2024.03,Non-corporate business enterprises,121,Financial assets Closing balance monetary gold and special drawing rights,LE00000,AFA0100,0
2024.03,Non-corporate business enterprises,121,Financial assets Closing balance currency and deposits,LE00000,AFA0200,21097
2024.03,Non-corporate business enterprises,121,Financial assets Closing balance debt securities,LE00000,AFA0300,3714
2024.03,Non-corporate business enterprises,121,Financial assets Closing balance loans,LE00000,AFA0400,81691
2024.03,Non-corporate business enterprises,121,Financial assets Closing balance equity and investment fund shares,LE00000,AFA0500,126501
2024.03,Non-corporate business enterprises,121,"Financial assets Closing balance insurance, pension, and standardised guarantee schemes",LE00000,AFA0600,414
2024.03,Non-corporate business enterprises,121,Financial assets Closing balance financial derivatives,LE00000,AFA0700,27
2024.03,Non-corporate business enterprises,121,Financial assets Closing balance other accounts receivable,LE00000,AFA0800,5459
2024.03,Non-corporate business enterprises,121,Financial liabilities Closing balance Total financial liabilities,LE00000,AFL0000,912314
2024.03,Non-corporate business enterprises,121,Financial liabilities Closing balance monetary gold and special drawing rights,LE00000,AFL0100,0
2024.03,Non-corporate business enterprises,121,Financial liabilities Closing balance currency and deposits,LE00000,AFL0200,0
2024.03,Non-corporate business enterprises,121,Financial liabilities Closing balance debt securities,LE00000,AFL0300,1568
2024.03,Non-corporate business enterprises,121,Financial liabilities Closing balance loans,LE00000,AFL0400,118514
2024.03,Non-corporate business enterprises,121,Financial liabilities Closing balance equity and investment fund shares,LE00000,AFL0500,787241
2024.03,Non-corporate business enterprises,121,"Financial liabilities Closing balance insurance, pension, and standardised guarantee schemes",LE00000,AFL0600,0
2024.03,Non-corporate business enterprises,121,Financial liabilities Closing balance financial derivatives,LE00000,AFL0700,8
2024.03,Non-corporate business enterprises,121,Financial liabilities Closing balance other accounts payable,LE00000,AFL0800,4982
2024.03,Non-corporate business enterprises,121,Capital Account Closing balances Total non-financial assets,LE00000,AN00000,673409
2024.03,Non-corporate business enterprises,121,Capital Account Closing balances Produced non-financial assets,LE00000,AN10000,256860
2024.03,Non-corporate business enterprises,121,Capital Account Closing balances Non-produced non-financial assets,LE00000,AN20000,416549
2024.03,Non-corporate business enterprises,121,Closing balance net worth,LE00000,B900000,0
2024.03,Non-corporate business enterprises,121,Closing balance total liabilities and net worth,LE00000,L000000,912314
2024.03,Corporate business enterprises,141,Closing balance total assets,LE00000,A000000,1347951
2024.03,Corporate business enterprises,141,Financial assets Closing balance Total financial assets,LE00000,AFA0000,506720
2024.03,Corporate business enterprises,141,Financial assets Closing balance monetary gold and special drawing rights,LE00000,AFA0100,0
2024.03,Corporate business enterprises,141,Financial assets Closing balance currency and deposits,LE00000,AFA0200,50906
2024.03,Corporate business enterprises,141,Financial assets Closing balance debt securities,LE00000,AFA0300,12366
2024.03,Corporate business enterprises,141,Financial assets Closing balance loans,LE00000,AFA0400,99594
2024.03,Corporate business enterprises,141,Financial assets Closing balance equity and investment fund shares,LE00000,AFA0500,148716
2024.03,Corporate business enterprises,141,"Financial assets Closing balance insurance, pension, and standardised guarantee schemes",LE00000,AFA0600,1317
2024.03,Corporate business enterprises,141,Financial assets Closing balance financial derivatives,LE00000,AFA0700,4121
2024.03,Corporate business enterprises,141,Financial assets Closing balance other accounts receivable,LE00000,AFA0800,189699
2024.03,Corporate business enterprises,141,Financial liabilities Closing balance Total financial liabilities,LE00000,AFL0000,1362542
2024.03,Corporate business enterprises,141,Financial liabilities Closing balance monetary gold and special drawing rights,LE00000,AFL0100,0
2024.03,Corporate business enterprises,141,Financial liabilities Closing balance currency and deposits,LE00000,AFL0200,0
2024.03,Corporate business enterprises,141,Financial liabilities Closing balance debt securities,LE00000,AFL0300,50857
2024.03,Corporate business enterprises,141,Financial liabilities Closing balance loans,LE00000,AFL0400,367761
2024.03,Corporate business enterprises,141,Financial liabilities Closing balance equity and investment fund shares,LE00000,AFL0500,767159
2024.03,Corporate business enterprises,141,"Financial liabilities Closing balance insurance, pension, and standardised guarantee schemes",LE00000,AFL0600,0
2024.03,Corporate business enterprises,141,Financial liabilities Closing balance financial derivatives,LE00000,AFL0700,4804
2024.03,Corporate business enterprises,141,Financial liabilities Closing balance other accounts payable,LE00000,AFL0800,171961
2024.03,Corporate business enterprises,141,Capital Account Closing balances Total non-financial assets,LE00000,AN00000,841231
2024.03,Corporate business enterprises,141,Capital Account Closing balances Produced non-financial assets,LE00000,AN10000,495962
2024.03,Corporate business enterprises,141,Capital Account Closing balances Non-produced non-financial assets,LE00000,AN20000,345269
2024.03,Corporate business enterprises,141,Closing balance net worth,LE00000,B900000,-14591
2024.03,Corporate business enterprises,141,Closing balance total liabilities and net worth,LE00000,L000000,1347951
2024.03,Central bank,211,Closing balance total assets,LE00000,A000000,94818
2024.03,Central bank,211,Financial assets Closing balance Total financial assets,LE00000,AFA0000,94681
2024.03,Central bank,211,Financial assets Closing balance monetary gold and special drawing rights,LE00000,AFA0100,0
2024.03,Central bank,211,Financial assets Closing balance currency and deposits,LE00000,AFA0200,8177
2024.03,Central bank,211,Financial assets Closing balance debt securities,LE00000,AFA0300,55847
2024.03,Central bank,211,Financial assets Closing balance loans,LE00000,AFA0400,24794
2024.03,Central bank,211,Financial assets Closing balance equity and investment fund shares,LE00000,AFA0500,311
2024.03,Central bank,211,"Financial assets Closing balance insurance, pension, and standardised guarantee schemes",LE00000,AFA0600,0
2024.03,Central bank,211,Financial assets Closing balance financial derivatives,LE00000,AFA0700,5230
2024.03,Central bank,211,Financial assets Closing balance other accounts receivable,LE00000,AFA0800,322
2024.03,Central bank,211,Financial liabilities Closing balance Total financial liabilities,LE00000,AFL0000,94818
2024.03,Central bank,211,Financial liabilities Closing balance monetary gold and special drawing rights,LE00000,AFL0100,0
2024.03,Central bank,211,Financial liabilities Closing balance currency and deposits,LE00000,AFL0200,85470
2024.03,Central bank,211,Financial liabilities Closing balance debt securities,LE00000,AFL0300,399
2024.03,Central bank,211,Financial liabilities Closing balance loans,LE00000,AFL0400,706
2024.03,Central bank,211,Financial liabilities Closing balance equity and investment fund shares,LE00000,AFL0500,5266
2024.03,Central bank,211,"Financial liabilities Closing balance insurance, pension, and standardised guarantee schemes",LE00000,AFL0600,0
2024.03,Central bank,211,Financial liabilities Closing balance financial derivatives,LE00000,AFL0700,1782
