Level,Description,SeriesRefSNDQ,Quarter,Weight,Amount
High level industry groups,"Electricity, gas, water, and waste services",SG01RSC02B01B02,2015Q3,0.0300285,1688.813
High level industry groups,Construction,SG01RSC02B01B03,2015Q3,0.0600585,3315.868
High level industry groups,Wholesale trade,SG01RSC02B01C01,2015Q3,0.0503384,2880.618
High level industry groups,Retail trade and accommodation,SG01RSC02B01C02,2015Q3,0.0641697,3809.490
High level industry groups,"Transport, postal, and warehousing",SG01RSC02B01C03,2015Q3,0.0486596,2536.550
High level industry groups,Information media and telecommunications,SG01RSC02B01C04,2015Q3,0.0265562,2161.802
High level industry groups,Financial and insurance services,SG01RSC02B01C05,2015Q3,0.0547046,3174.042
High level industry groups,"Rental, hiring, and real estate services",SG01RSC02B01C06,2015Q3,0.1410340,7768.179
High level industry groups,"Prof, scientific, technical, admin, and support",SG01RSC02B01C07,2015Q3,0.0972090,5632.554
High level industry groups,Public administration and safety,SG01RSC02B01C08,2015Q3,0.0403821,2426.031
High level industry groups,Education and training,SG01RSC02B01C09,2015Q3,0.0447483,2335.794
High level industry groups,Health care and social assistance,SG01RSC02B01C10,2015Q3,0.0593754,3287.469
High level industry groups,"Arts, recreation, and other services",SG01RSC02B01C11,2015Q3,0.0322676,1735.798
High level industry groups,"GST, import duties, stamp duty",SG01RSC04B01UZ9,2015Q3,0.0836516,4219.315
High level industry groups,"Agriculture, forestry, and fishing",SG01RSC02B01A01,2015Q4,0.0446953,3230.299
High level industry groups,Mining,SG01RSC02B01A02,2015Q4,0.0093192,799.928
High level industry groups,Manufacturing,SG01RSC02B01B01,2015Q4,0.1128019,5749.468
High level industry groups,"Electricity, gas, water, and waste services",SG01RSC02B01B02,2015Q4,0.0300285,1701.792
High level industry groups,Construction,SG01RSC02B01B03,2015Q4,0.0600585,3393.799
High level industry groups,Wholesale trade,SG01RSC02B01C01,2015Q4,0.0503384,2884.996
High level industry groups,Retail trade and accommodation,SG01RSC02B01C02,2015Q4,0.0641697,3868.717
High level industry groups,"Transport, postal, and warehousing",SG01RSC02B01C03,2015Q4,0.0486596,2547.562
High level industry groups,Information media and telecommunications,SG01RSC02B01C04,2015Q4,0.0265562,2186.245
High level industry groups,Financial and insurance services,SG01RSC02B01C05,2015Q4,0.0547046,3212.307
High level industry groups,"Rental, hiring, and real estate services",SG01RSC02B01C06,2015Q4,0.1410340,7837.998
High level industry groups,"Prof, scientific, technical, admin, and support",SG01RSC02B01C07,2015Q4,0.0972090,5713.198
High level industry groups,Public administration and safety,SG01RSC02B01C08,2015Q4,0.0403821,2455.936
High level industry groups,Education and training,SG01RSC02B01C09,2015Q4,0.0447483,2339.318
High level industry groups,Health care and social assistance,SG01RSC02B01C10,2015Q4,0.0593754,3324.510
High level industry groups,"Arts, recreation, and other services",SG01RSC02B01C11,2015Q4,0.0322676,1757.705
High level industry groups,"GST, import duties, stamp duty",SG01RSC04B01UZ9,2015Q4,0.0836516,4276.635
High level industry groups,"Agriculture, forestry, and fishing",SG01RSC02B01A01,2016Q1,0.0446953,3269.350
High level industry groups,Mining,SG01RSC02B01A02,2016Q1,0.0093192,782.992
High level industry groups,Manufacturing,SG01RSC02B01B01,2016Q1,0.1128019,5745.373
High level industry groups,"Electricity, gas, water, and waste services",SG01RSC02B01B02,2016Q1,0.0300285,1706.421
High level industry groups,Construction,SG01RSC02B01B03,2016Q1,0.0600585,3538.657
High level industry groups,Wholesale trade,SG01RSC02B01C01,2016Q1,0.0503384,2884.851
High level industry groups,Retail trade and accommodation,SG01RSC02B01C02,2016Q1,0.0641697,3920.502
High level industry groups,"Transport, postal, and warehousing",SG01RSC02B01C03,2016Q1,0.0486596,2604.431
High level industry groups,Information media and telecommunications,SG01RSC02B01C04,2016Q1,0.0265562,2176.107
High level industry groups,Financial and insurance services,SG01RSC02B01C05,2016Q1,0.0547046,3214.056
High level industry groups,"Rental, hiring, and real estate services",SG01RSC02B01C06,2016Q1,0.1410340,7980.063
High level industry groups,"Prof, scientific, technical, admin, and support",SG01RSC02B01C07,2016Q1,0.0972090,5851.239
High level industry groups,Public administration and safety,SG01RSC02B01C08,2016Q1,0.0403821,2473.789
High level industry groups,Education and training,SG01RSC02B01C09,2016Q1,0.0447483,2344.061
High level industry groups,Health care and social assistance,SG01RSC02B01C10,2016Q1,0.0593754,3396.894
High level industry groups,"Arts, recreation, and other services",SG01RSC02B01C11,2016Q1,0.0322676,1759.431
High level industry groups,"GST, import duties, stamp duty",SG01RSC04B01UZ9,2016Q1,0.0836516,4301.997
High level industry groups,"Agriculture, forestry, and fishing",SG01RSC02B01A01,2016Q2,0.0554822,3289.769
High level industry groups,Mining,SG01RSC02B01A02,2016Q2,0.0091570,761.407
High level industry groups,Manufacturing,SG01RSC02B01B01,2016Q2,0.1009037,5767.764
High level industry groups,"Electricity, gas, water, and waste services",SG01RSC02B01B02,2016Q2,0.0290215,1694.620
High level industry groups,Construction,SG01RSC02B01B03,2016Q2,0.0628260,3610.198
High level industry groups,Wholesale trade,SG01RSC02B01C01,2016Q2,0.0473289,2911.446
High level industry groups,Retail trade and accommodation,SG01RSC02B01C02,2016Q2,0.0675764,3971.306
High level industry groups,"Transport, postal, and warehousing",SG01RSC02B01C03,2016Q2,0.0448203,2572.513
High level industry groups,Information media and telecommunications,SG01RSC02B01C04,2016Q2,0.0248750,2136.240
High level industry groups,Financial and insurance services,SG01RSC02B01C05,2016Q2,0.0534309,3234.505
High level industry groups,"Rental, hiring, and real estate services",SG01RSC02B01C06,2016Q2,0.1436231,8071.458
High level industry groups,"Prof, scientific, technical, admin, and support",SG01RSC02B01C07,2016Q2,0.0999258,5923.123
High level industry groups,Public administration and safety,SG01RSC02B01C08,2016Q2,0.0401278,2455.321
High level industry groups,Education and training,SG01RSC02B01C09,2016Q2,0.0439311,2349.566
High level industry groups,Health care and social assistance,SG01RSC02B01C10,2016Q2,0.0586049,3450.112
High level industry groups,"Arts, recreation, and other services",SG01RSC02B01C11,2016Q2,0.0321032,1783.793
High level industry groups,"GST, import duties, stamp duty",SG01RSC04B01UZ9,2016Q2,0.0862621,4404.526
High level industry groups,"Agriculture, forestry, and fishing",SG01RSC02B01A01,2016Q3,0.0554822,3242.016
High level industry groups,Mining,SG01RSC02B01A02,2016Q3,0.0091570,767.035
High level industry groups,Manufacturing,SG01RSC02B01B01,2016Q3,0.1009037,5902.312
High level industry groups,"Electricity, gas, water, and waste services",SG01RSC02B01B02,2016Q3,0.0290215,1701.176
High level industry groups,Construction,SG01RSC02B01B03,2016Q3,0.0628260,3622.086
High level industry groups,Wholesale trade,SG01RSC02B01C01,2016Q3,0.0473289,2947.648
High level industry groups,Retail trade and accommodation,SG01RSC02B01C02,2016Q3,0.0675764,4031.783
High level industry groups,"Transport, postal, and warehousing",SG01RSC02B01C03,2016Q3,0.0448203,2650.154
High level industry groups,Information media and telecommunications,SG01RSC02B01C04,2016Q3,0.0248750,2092.764
High level industry groups,Financial and insurance services,SG01RSC02B01C05,2016Q3,0.0534309,3259.600
High level industry groups,"Rental, hiring, and real estate services",SG01RSC02B01C06,2016Q3,0.1436231,8158.382
High level industry groups,"Prof, scientific, technical, admin, and support",SG01RSC02B01C07,2016Q3,0.0999258,6057.992
High level industry groups,Public administration and safety,SG01RSC02B01C08,2016Q3,0.0401278,2490.552
High level industry groups,Education and training,SG01RSC02B01C09,2016Q3,0.0439311,2354.030
High level industry groups,Health care and social assistance,SG01RSC02B01C10,2016Q3,0.0586049,3462.452
High level industry groups,"Arts, recreation, and other services",SG01RSC02B01C11,2016Q3,0.0321032,1785.866
High level industry groups,"GST, import duties, stamp duty",SG01RSC04B01UZ9,2016Q3,0.0862621,4444.510
High level industry groups,"Agriculture, forestry, and fishing",SG01RSC02B01A01,2016Q4,0.0554822,3202.073
High level industry groups,Mining,SG01RSC02B01A02,2016Q4,0.0091570,745.584
High level industry groups,Manufacturing,SG01RSC02B01B01,2016Q4,0.1009037,5837.585
High level industry groups,"Electricity, gas, water, and waste services",SG01RSC02B01B02,2016Q4,0.0290215,1679.839
High level industry groups,Construction,SG01RSC02B01B03,2016Q4,0.0628260,3679.736
High level industry groups,Wholesale trade,SG01RSC02B01C01,2016Q4,0.0473289,2947.820
High level industry groups,Retail trade and accommodation,SG01RSC02B01C02,2016Q4,0.0675764,4058.114
High level industry groups,"Transport, postal, and warehousing",SG01RSC02B01C03,2016Q4,0.0448203,2624.617
High level industry groups,Information media and telecommunications,SG01RSC02B01C04,2016Q4,0.0248750,2064.424
High level industry groups,Financial and insurance services,SG01RSC02B01C05,2016Q4,0.0534309,3308.687
High level industry groups,"Rental, hiring, and real estate services",SG01RSC02B01C06,2016Q4,0.1436231,8235.850
High level industry groups,"Prof, scientific, technical, admin, and support",SG01RSC02B01C07,2016Q4,0.0999258,6117.903
High level industry groups,Public administration and safety,SG01RSC02B01C08,2016Q4,0.0401278,2490.477
High level industry groups,Education and training,SG01RSC02B01C09,2016Q4,0.0439311,2357.453
High level industry groups,Health care and social assistance,SG01RSC02B01C10,2016Q4,0.0586049,3506.539
High level industry groups,"Arts, recreation, and other services",SG01RSC02B01C11,2016Q4,0.0321032,1870.333
High level industry groups,"GST, import duties, stamp duty",SG01RSC04B01UZ9,2016Q4,0.0862621,4436.278
High level industry groups,"Agriculture, forestry, and fishing",SG01RSC02B01A01,2017Q1,0.0554822,3275.189
High level industry groups,Mining,SG01RSC02B01A02,2017Q1,0.0091570,731.151
High level industry groups,Manufacturing,SG01RSC02B01B01,2017Q1,0.1009037,5845.139
High level industry groups,"Electricity, gas, water, and waste services",SG01RSC02B01B02,2017Q1,0.0290215,1694.573
High level industry groups,Construction,SG01RSC02B01B03,2017Q1,0.0628260,3706.091
High level industry groups,Wholesale trade,SG01RSC02B01C01,2017Q1,0.0473289,2993.153
High level industry groups,Retail trade and accommodation,SG01RSC02B01C02,2017Q1,0.0675764,4154.039
High level industry groups,"Transport, postal, and warehousing",SG01RSC02B01C03,2017Q1,0.0448203,2593.538
High level industry groups,Information media and telecommunications,SG01RSC02B01C04,2017Q1,0.0248750,2065.982
High level industry groups,Financial and insurance services,SG01RSC02B01C05,2017Q1,0.0534309,3322.503
High level industry groups,"Rental, hiring, and real estate services",SG01RSC02B01C06,2017Q1,0.1436231,8334.148
High level industry groups,"Prof, scientific, technical, admin, and support",SG01RSC02B01C07,2017Q1,0.0999258,6225.861
High level industry groups,Public administration and safety,SG01RSC02B01C08,2017Q1,0.0401278,2527.195
High level industry groups,Education and training,SG01RSC02B01C09,2017Q1,0.0439311,2359.835
High level industry groups,Health care and social assistance,SG01RSC02B01C10,2017Q1,0.0586049,3540.460
High level industry groups,"Arts, recreation, and other services",SG01RSC02B01C11,2017Q1,0.0321032,1864.967
High level industry groups,"GST, import duties, stamp duty",SG01RSC04B01UZ9,2017Q1,0.0862621,4511.898
High level industry groups,"Agriculture, forestry, and fishing",SG01RSC02B01A01,2017Q2,0.0591546,3135.148
High level industry groups,Mining,SG01RSC02B01A02,2017Q2,0.0097584,714.085
High level industry groups,Manufacturing,SG01RSC02B01B01,2017Q2,0.1019988,5935.308
High level industry groups,"Electricity, gas, water, and waste services",SG01RSC02B01B02,2017Q2,0.0275130,1668.293
High level industry groups,Construction,SG01RSC02B01B03,2017Q2,0.0662705,3814.558
High level industry groups,Wholesale trade,SG01RSC02B01C01,2017Q2,0.0481019,3023.651
High level industry groups,Retail trade and accommodation,SG01RSC02B01C02,2017Q2,0.0662795,4223.229
High level industry groups,"Transport, postal, and warehousing",SG01RSC02B01C03,2017Q2,0.0436178,2644.183
High level industry groups,Information media and telecommunications,SG01RSC02B01C04,2017Q2,0.0230166,2070.034
High level industry groups,Financial and insurance services,SG01RSC02B01C05,2017Q2,0.0560180,3379.311
High level industry groups,"Rental, hiring, and real estate services",SG01RSC02B01C06,2017Q2,0.1421104,8398.584
High level industry groups,"Prof, scientific, technical, admin, and support",SG01RSC02B01C07,2017Q2,0.1002135,6271.163
High level industry groups,Public administration and safety,SG01RSC02B01C08,2017Q2,0.0396134,2575.924
High level industry groups,Education and training,SG01RSC02B01C09,2017Q2,0.0422132,2363.047
High level industry groups,Health care and social assistance,SG01RSC02B01C10,2017Q2,0.0574945,3541.333
High level industry groups,"Arts, recreation, and other services",SG01RSC02B01C11,2017Q2,0.0317354,1874.646
High level industry groups,"GST, import duties, stamp duty",SG01RSC04B01UZ9,2017Q2,0.0848905,4507.945
High level industry groups,"Agriculture, forestry, and fishing",SG01RSC02B01A01,2017Q3,0.0591546,3103.749
High level industry groups,Mining,SG01RSC02B01A02,2017Q3,0.0097584,721.038
High level industry groups,Manufacturing,SG01RSC02B01B01,2017Q3,0.1019988,5979.964
High level industry groups,"Electricity, gas, water, and waste services",SG01RSC02B01B02,2017Q3,0.0275130,1651.849
High level industry groups,Construction,SG01RSC02B01B03,2017Q3,0.0662705,4016.512
High level industry groups,Wholesale trade,SG01RSC02B01C01,2017Q3,0.0481019,3034.145
High level industry groups,Retail trade and accommodation,SG01RSC02B01C02,2017Q3,0.0662795,4229.015
High level industry groups,"Transport, postal, and warehousing",SG01RSC02B01C03,2017Q3,0.0436178,2656.744
High level industry groups,Information media and telecommunications,SG01RSC02B01C04,2017Q3,0.0230166,2094.965
High level industry groups,Financial and insurance services,SG01RSC02B01C05,2017Q3,0.0560180,3415.301
High level industry groups,"Rental, hiring, and real estate services",SG01RSC02B01C06,2017Q3,0.1421104,8392.895
High level industry groups,"Prof, scientific, technical, admin, and support",SG01RSC02B01C07,2017Q3,0.1002135,6385.224
High level industry groups,Public administration and safety,SG01RSC02B01C08,2017Q3,0.0396134,2574.938
High level industry groups,Education and training,SG01RSC02B01C09,2017Q3,0.0422132,2368.425
High level industry groups,Health care and social assistance,SG01RSC02B01C10,2017Q3,0.0574945,3591.844
High level industry groups,"Arts, recreation, and other services",SG01RSC02B01C11,2017Q3,0.0317354,1931.529
High level industry groups,"GST, import duties, stamp duty",SG01RSC04B01UZ9,2017Q3,0.0848905,4560.719
High level industry groups,"Agriculture, forestry, and fishing",SG01RSC02B01A01,2017Q4,0.0591546,3109.253
